,id_left,text_left,id_right,text_right,label
12226,Q1774,who overthrows france,D1678-12,"After a streak of victories, France secured a dominant position in continental Europe, and Napoleon maintained the French sphere of influence through the formation of extensive alliances and the appointment of friends and family members to rule other European countries as French client states .",0.0
12227,Q1774,who overthrows france,D1678-13,The Peninsular War and 1812 French invasion of Russia marked turning points in Napoleon's fortunes.,0.0
12228,Q1774,who overthrows france,D1678-14,His Grande Armée was badly damaged in the campaign and never fully recovered.,0.0
12229,Q1774,who overthrows france,D1678-15,"In 1813, the Sixth Coalition defeated his forces at Leipzig ; the following year the Coalition invaded France, forced Napoleon to abdicate and exiled him to the island of Elba .",0.0
12230,Q1774,who overthrows france,D1678-16,"Less than a year later, he escaped Elba and returned to power, but was defeated at the Battle of Waterloo in June 1815.",0.0
12231,Q1774,who overthrows france,D1678-17,Napoleon spent the last six years of his life in confinement by the British on the island of Saint Helena .,0.0
12232,Q1774,who overthrows france,D1678-18,"An autopsy concluded he died of stomach cancer , but there has been some debate about the cause of his death, as some scholars have speculated that he was a victim of arsenic poisoning .",0.0
12233,Q1775,What are 2 United States Senators that are from Pennsylvania?,D1679-0,This is a chronological listing of the United States Senators from Pennsylvania .,0.0
12234,Q1775,What are 2 United States Senators that are from Pennsylvania?,D1679-1,"United States Senators are popularly elected, for a six-year term, beginning January 3.",0.0
12235,Q1775,What are 2 United States Senators that are from Pennsylvania?,D1679-2,Elections are held the first Tuesday after November 1.,0.0
12236,Q1775,What are 2 United States Senators that are from Pennsylvania?,D1679-3,"Before 1914, they were chosen by the Pennsylvania General Assembly , and before 1935, their terms began March 4.",0.0
12237,Q1776,what year did South Africa become a team in rugby,D1680-0,The South Africa national rugby union team (known as the Springboks) represents South Africa in rugby union .,0.0
12238,Q1776,what year did South Africa become a team in rugby,D1680-1,"They compete in the annual Rugby Championship , along with southern-hemisphere counterparts Argentina , Australia and New Zealand .",0.0
12239,Q1776,what year did South Africa become a team in rugby,D1680-2,They have won this championship on three occasions in sixteen years.,0.0
12240,Q1776,what year did South Africa become a team in rugby,D1680-3,"They are currently ranked second in the world by the International Rugby Board , and were named 2008 World Team of the Year at the Laureus World Sports Awards.",0.0
12241,Q1776,what year did South Africa become a team in rugby,D1680-4,"Although South Africa was instrumental in the creation of the Rugby World Cup competition, the Springboks did not compete in the first two World Cups in 1987 and 1991 because of anti-apartheid sporting boycotts of South Africa.",0.0
12242,Q1776,what year did South Africa become a team in rugby,D1680-5,"The team made its World Cup debut in 1995 , when the newly democratic South Africa hosted the tournament.",0.0
12243,Q1776,what year did South Africa become a team in rugby,D1680-6,"The Springboks then defeated the All Blacks 15–12 in the final , which is now remembered as one of the greatest moments in South Africa's sporting history, and a watershed moment in the post-Apartheid nation-building process.",0.0
12244,Q1776,what year did South Africa become a team in rugby,D1680-7,"South Africa regained their title as champions 12 years later, when they defeated England 15–6 in the 2007 final .",0.0
12245,Q1776,what year did South Africa become a team in rugby,D1680-8,"As a result of the 2007 World Cup tournament the Springboks were promoted to first place in the IRB World Rankings, a position they held until July the following year when New Zealand regained the top spot.",0.0
12246,Q1776,what year did South Africa become a team in rugby,D1680-9,"The Springboks play in green and gold jerseys, and their emblems are the Springbok and the Protea .",0.0
12247,Q1776,what year did South Africa become a team in rugby,D1680-10,"The side has been playing international rugby since 1891, when a British Isles side toured the nation, playing South Africa in their first Test on 30 July.",1.0
12248,Q1776,what year did South Africa become a team in rugby,D1680-11,"South Africa was coached by Jake White , who led the Boks to the 2007 World Cup title, announcing his resignation effectively from the end of 2007.",0.0
12249,Q1776,what year did South Africa become a team in rugby,D1680-12,"His replacement's ( Peter de Villiers ) contract expired in 2011, following a 11–9 defeat to Australia in the Rugby World Cup quarter-final, who then stated he would not be signing a new deal.",0.0
12250,Q1776,what year did South Africa become a team in rugby,D1680-13,"The previous captain was John Smit , who before he retired in 2011 played hooker for most of his career, although he has also been a prop , mainly in 2008 and 2009.",0.0
12251,Q1776,what year did South Africa become a team in rugby,D1680-14,"Due to Smit being unavailable for the November 2010 Tests after surgery, lock Victor Matfield took Smit's place as captain for that tour.",0.0
12252,Q1776,what year did South Africa become a team in rugby,D1680-15,The current captain is Jean de Villiers .,0.0
12253,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-0,"The Battle of Gettysburg (, with an sound), was fought July 1–3, 1863, in and around the town of Gettysburg , Pennsylvania .",0.0
12254,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-1,It was the battle with the largest number of casualties in the American Civil War and is often described as the war's turning point .,0.0
12255,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-2,"Union Maj. Gen. George Gordon Meade 's Army of the Potomac defeated attacks by Confederate Gen. Robert E. Lee 's Army of Northern Virginia , ending Lee's invasion of the North.",0.0
12256,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-3,"After his success at Chancellorsville in Virginia in May 1863, Lee led his army through the Shenandoah Valley to begin his second invasion of the North—the Gettysburg Campaign .",0.0
12257,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-4,"With his army in high spirits, Lee intended to shift the focus of the summer campaign from war-ravaged northern Virginia and hoped to influence Northern politicians to give up their prosecution of the war by penetrating as far as Harrisburg, Pennsylvania , or even Philadelphia .",0.0
12258,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-5,"Prodded by President Abraham Lincoln , Maj. Gen. Joseph Hooker moved his army in pursuit, but was relieved just three days before the battle and replaced by Meade.",0.0
12259,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-6,"Elements of the two armies initially collided at Gettysburg on July 1, 1863, as Lee urgently concentrated his forces there, his objective being to engage the Union army and destroy it.",0.0
12260,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-7,"Low ridges to the northwest of town were defended initially by a Union cavalry division under Brig. Gen. John Buford , and soon reinforced with two corps of Union infantry .",0.0
12261,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-8,"However, two large Confederate corps assaulted them from the northwest and north, collapsing the hastily developed Union lines, sending the defenders retreating through the streets of town to the hills just to the south.",0.0
12262,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-9,"On the second day of battle, most of both armies had assembled.",0.0
12263,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-10,The Union line was laid out in a defensive formation resembling a fishhook.,0.0
12264,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-11,"In the late afternoon of July 2, Lee launched a heavy assault on the Union left flank, and fierce fighting raged at Little Round Top , the Wheatfield , Devil's Den , and the Peach Orchard .",0.0
12265,Q1777,who jumped the fence at gettysburg during the civil war?,D1681-12,"On the Union right, demonstrations escalated into full-scale assaults on Culp's Hill and Cemetery Hill .",0.0
